transaction_id,timestamp,user_id,amount,currency,device_id,ip_address,ip_risk_score,country,city,latitude,longitude,merchant_category,account_age_days,failed_login_attempts,scenario,risk_score,decision,triggered_controls,control_points,explanation
TXN-000024,2026-03-03T19:02:22Z,U0024,53.03,USD,DEV-U0024-0,192.0.2.213,10.8,US,Miami,25.7345,-80.1872,groceries,1442,1,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000025,2026-03-03T19:24:38Z,U0024,58.55,USD,DEV-U0024-1,192.0.2.213,10.8,US,Miami,25.7382,-80.137,groceries,1442,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000026,2026-03-03T19:41:16Z,U0053,26.77,USD,DEV-U0053-1,198.51.100.79,12.2,US,San Francisco,37.8135,-122.4386,peer_transfer,614,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000027,2026-03-03T20:43:42Z,U0016,51.38,USD,DEV-U0016-0,198.51.100.47,13.5,US,New York,40.7505,-73.9718,travel,4,0,normal,10,ALLOW,New account,"{""New account"": 10}","Risk score: 10/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60)
Triggered controls:
  - New account: +10 (account is 4 days old)"
TXN-000028,2026-03-03T21:45:07Z,U0017,86.18,USD,DEV-U0017-1,198.51.100.198,1.0,DE,Berlin,52.5007,13.4227,subscriptions,397,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000029,2026-03-03T22:16:39Z,U0018,33.43,USD,DEV-U0018-0,192.0.2.138,8.0,US,Boston,42.3633,-71.0335,peer_transfer,1036,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000030,2026-03-03T23:01:28Z,U0007,19.93,USD,DEV-U0007-0,203.0.113.27,18.2,US,Seattle,47.62,-122.3024,retail,234,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000031,2026-03-04T01:20:51Z,U0042,55.78,USD,DEV-U0042-0,198.51.100.24,3.5,US,San Francisco,37.7423,-122.3835,wire_transfer,268,0,normal,8,ALLOW,High-risk merchant category,"{""High-risk merchant category"": 8}","Risk score: 8/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60)
Triggered controls:
  - High-risk merchant category: +8 (category 'wire_transfer')"
TXN-000032,2026-03-04T03:34:28Z,U0008,27.64,USD,DEV-U0008-1,198.51.100.113,2.1,US,Boston,42.3382,-71.0358,groceries,827,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000033,2026-03-04T05:50:53Z,U0016,76.16,USD,DEV-U0016-0,203.0.113.21,14.3,US,New York,40.7569,-74.0009,subscriptions,5,0,normal,10,ALLOW,New account,"{""New account"": 10}","Risk score: 10/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60)
Triggered controls:
  - New account: +10 (account is 5 days old)"
TXN-000034,2026-03-04T06:51:13Z,U0043,54.68,USD,DEV-U0043-0,198.51.100.26,19.9,GB,London,51.4532,-0.1916,subscriptions,16,0,normal,5,ALLOW,New account,"{""New account"": 5}","Risk score: 5/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60)
Triggered controls:
  - New account: +5 (account is 16 days old)"
TXN-000035,2026-03-04T08:29:55Z,U0032,27.35,USD,DEV-U0032-0,198.51.100.247,17.3,US,Chicago,41.8702,-87.6516,restaurants,64,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000036,2026-03-04T09:52:18Z,U0004,44.1,USD,DEV-U0004-0,198.51.100.184,9.8,CA,Toronto,43.6423,-79.3908,peer_transfer,8,0,normal,5,ALLOW,New account,"{""New account"": 5}","Risk score: 5/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60)
Triggered controls:
  - New account: +5 (account is 8 days old)"
TXN-000037,2026-03-04T10:00:07Z,U0025,6.12,USD,DEV-U0025-0,198.51.100.37,18.2,GB,London,51.4857,-0.1385,restaurants,372,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000038,2026-03-04T10:24:27Z,U0045,102.71,USD,DEV-U0045-1,203.0.113.147,11.9,US,Chicago,41.8551,-87.602,restaurants,1282,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000039,2026-03-04T10:30:49Z,U0048,76.6,USD,DEV-U0048-1,203.0.113.108,7.9,US,Boston,42.3484,-71.0621,peer_transfer,197,1,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000040,2026-03-04T11:39:00Z,U0022,88.58,USD,DEV-U0022-1,192.0.2.58,7.8,DE,Berlin,52.5032,13.3628,groceries,919,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000041,2026-03-04T12:22:53Z,U0044,23.22,USD,DEV-U0044-0,198.51.100.222,1.0,AU,Sydney,-33.8898,151.1526,peer_transfer,957,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000042,2026-03-04T13:26:10Z,U0039,100.84,USD,DEV-U0039-0,203.0.113.76,16.3,US,San Francisco,37.7866,-122.4356,groceries,224,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000043,2026-03-04T13:32:15Z,U0015,63.87,USD,DEV-U0015-0,192.0.2.196,16.0,US,Miami,25.7373,-80.208,travel,405,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000044,2026-03-04T14:12:38Z,U0050,71.22,USD,DEV-U0050-0,192.0.2.171,7.6,US,Los Angeles,34.0189,-118.2374,restaurants,1326,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000045,2026-03-04T14:25:30Z,U0052,44.62,USD,DEV-U0052-0,203.0.113.83,19.6,US,Boston,42.3441,-71.034,utilities,1132,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000046,2026-03-04T17:30:30Z,U0049,25.62,USD,DEV-U0049-1,192.0.2.124,17.2,US,Chicago,41.8709,-87.63,peer_transfer,413,2,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000047,2026-03-04T18:12:15Z,U0030,100.32,USD,DEV-U0030-0,203.0.113.22,10.3,US,New York,40.7256,-73.9272,travel,156,1,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000048,2026-03-04T19:22:22Z,U0021,41.55,USD,DEV-U0021-0,198.51.100.19,5.9,US,Houston,29.7587,-95.3871,travel,233,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000049,2026-03-05T10:07:09Z,U0004,306.15,USD,DEV-U0004-0,198.51.100.184,9.8,CA,Toronto,43.7073,-79.3956,groceries,9,0,normal,5,ALLOW,New account,"{""New account"": 5}","Risk score: 5/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60)
Triggered controls:
  - New account: +5 (account is 9 days old)"
TXN-000050,2026-03-05T11:20:16Z,U0014,47.46,USD,DEV-U0014-1,198.51.100.33,9.3,US,New York,40.7548,-74.0374,groceries,1482,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000051,2026-03-05T11:48:03Z,U0030,33.28,USD,DEV-U0030-1,192.0.2.168,9.1,US,New York,40.6731,-73.9675,travel,157,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000052,2026-03-05T11:59:00Z,U0037,85.67,USD,DEV-U0037-1,192.0.2.178,17.0,US,New York,40.6711,-74.0117,utilities,830,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000053,2026-03-05T12:42:48Z,U0039,27.4,USD,DEV-U0039-0,203.0.113.76,16.3,US,San Francisco,37.7279,-122.4463,restaurants,225,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000054,2026-03-05T13:14:57Z,U0037,102.47,USD,DEV-U0037-1,192.0.2.178,17.0,US,New York,40.7182,-73.9488,subscriptions,830,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000055,2026-03-05T13:39:18Z,U0033,17.45,USD,DEV-U0033-0,192.0.2.64,8.6,US,Chicago,41.887,-87.6204,travel,825,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000056,2026-03-05T13:49:05Z,U0016,27.06,USD,DEV-U0016-0,198.51.100.47,13.5,US,New York,40.7118,-74.0207,peer_transfer,6,0,normal,10,ALLOW,New account,"{""New account"": 10}","Risk score: 10/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60)
Triggered controls:
  - New account: +10 (account is 6 days old)"
TXN-000057,2026-03-05T14:54:13Z,U0034,41.92,USD,DEV-U0034-1,192.0.2.11,4.6,US,Chicago,41.8628,-87.5966,peer_transfer,754,2,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000058,2026-03-05T15:45:27Z,U0030,51.59,USD,DEV-U0030-0,192.0.2.168,9.1,US,New York,40.7113,-74.0327,peer_transfer,157,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000059,2026-03-05T16:30:20Z,U0046,97.66,USD,DEV-U0046-0,192.0.2.222,7.9,US,Boston,42.3948,-71.1065,utilities,860,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000060,2026-03-05T17:50:23Z,U0041,103.01,USD,DEV-U0041-0,203.0.113.218,14.8,US,Miami,25.778,-80.1922,travel,241,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000061,2026-03-05T19:45:09Z,U0009,54.58,USD,DEV-U0009-0,203.0.113.144,0.5,US,Houston,29.7396,-95.385,groceries,1057,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000062,2026-03-05T19:58:40Z,U0025,10.44,USD,DEV-U0025-0,198.51.100.37,18.2,GB,London,51.472,-0.1313,groceries,373,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000063,2026-03-05T20:14:57Z,U0020,78.57,USD,DEV-U0020-0,198.51.100.179,3.8,US,Seattle,47.599,-122.3211,groceries,1339,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000064,2026-03-05T20:27:51Z,U0028,115.64,USD,DEV-U0028-0,198.51.100.43,11.2,US,Miami,25.7546,-80.2282,subscriptions,1197,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000065,2026-03-05T20:31:54Z,U0054,45.42,USD,DEV-U0054-1,203.0.113.169,7.5,US,Houston,29.761,-95.347,subscriptions,736,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000066,2026-03-05T21:09:12Z,U0051,20.26,USD,DEV-U0051-0,198.51.100.122,2.1,US,Seattle,47.6056,-122.3796,crypto_exchange,1303,0,normal,8,ALLOW,High-risk merchant category,"{""High-risk merchant category"": 8}","Risk score: 8/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60)
Triggered controls:
  - High-risk merchant category: +8 (category 'crypto_exchange')"
TXN-000067,2026-03-05T23:05:04Z,U0010,33.47,USD,DEV-U0010-1,192.0.2.103,14.1,US,Houston,29.7487,-95.3255,retail,73,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000068,2026-03-06T06:11:12Z,U0021,27.9,USD,DEV-U0021-0,198.51.100.19,5.9,US,Houston,29.7934,-95.3495,utilities,235,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000069,2026-03-06T07:48:40Z,U0029,12.79,USD,DEV-U0029-1,198.51.100.60,8.7,US,Chicago,41.8948,-87.6699,restaurants,1128,1,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000070,2026-03-06T09:43:59Z,U0015,122.1,USD,DEV-U0015-0,192.0.2.196,16.0,US,Miami,25.7529,-80.2055,groceries,407,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000071,2026-03-06T10:20:27Z,U0035,94.34,USD,DEV-U0035-0,198.51.100.119,14.2,GB,London,51.4773,-0.0895,restaurants,523,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000072,2026-03-06T11:44:25Z,U0022,139.2,USD,DEV-U0022-0,192.0.2.58,7.8,DE,Berlin,52.5543,13.4056,restaurants,921,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000073,2026-03-06T12:11:19Z,U0042,53.7,USD,DEV-U0042-0,198.51.100.96,13.9,US,San Francisco,37.7648,-122.3946,peer_transfer,270,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000074,2026-03-06T12:32:05Z,U0013,13.05,USD,DEV-U0013-0,198.51.100.61,14.7,US,Houston,29.7802,-95.3817,retail,492,1,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000075,2026-03-06T13:43:29Z,U0049,58.78,USD,DEV-U0049-0,198.51.100.48,4.0,US,Chicago,41.8786,-87.5344,groceries,415,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000076,2026-03-06T16:12:10Z,U0036,11.91,USD,DEV-U0036-1,203.0.113.241,2.2,CA,Toronto,43.6545,-79.3758,travel,9,0,normal,5,ALLOW,New account,"{""New account"": 5}","Risk score: 5/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60)
Triggered controls:
  - New account: +5 (account is 9 days old)"
TXN-000077,2026-03-06T18:42:04Z,U0012,9.15,USD,DEV-U0012-0,192.0.2.183,14.6,US,San Francisco,37.7635,-122.4735,groceries,228,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000078,2026-03-06T20:10:16Z,U0004,84.51,USD,DEV-U0004-1,198.51.100.238,5.8,CA,Toronto,43.6507,-79.4312,groceries,10,0,normal,20,ALLOW,New device; New account,"{""New device"": 15, ""New account"": 5}","Risk score: 20/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60)
Triggered controls:
  - New device: +15 (device DEV-U0004-1 not seen before for this user)
  - New account: +5 (account is 10 days old)"
TXN-000079,2026-03-06T20:32:53Z,U0049,41.51,USD,DEV-U0049-1,192.0.2.124,17.2,US,Chicago,41.9125,-87.6699,retail,415,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000080,2026-03-06T22:53:44Z,U0015,105.6,USD,DEV-U0015-0,192.0.2.196,16.0,US,Miami,25.7911,-80.153,retail,407,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000081,2026-03-06T23:19:37Z,U0046,125.44,USD,DEV-U0046-0,192.0.2.222,7.9,US,Boston,42.3987,-71.075,crypto_exchange,861,1,normal,8,ALLOW,High-risk merchant category,"{""High-risk merchant category"": 8}","Risk score: 8/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60)
Triggered controls:
  - High-risk merchant category: +8 (category 'crypto_exchange')"
TXN-000082,2026-03-06T23:48:19Z,U0005,27.13,USD,DEV-U0005-0,203.0.113.242,16.9,US,New York,40.691,-74.0249,retail,649,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000083,2026-03-07T09:30:41Z,U0044,64.87,USD,DEV-U0044-0,198.51.100.231,5.5,AU,Sydney,-33.8716,151.1963,subscriptions,960,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000084,2026-03-07T09:49:07Z,U0031,22.21,USD,DEV-U0031-0,192.0.2.43,14.0,US,Boston,42.3376,-71.0655,utilities,1472,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000085,2026-03-07T10:28:31Z,U0001,19.63,USD,DEV-U0001-0,203.0.113.141,10.5,US,Chicago,41.8614,-87.6421,retail,666,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000086,2026-03-07T11:03:46Z,U0045,100.65,USD,DEV-U0045-0,192.0.2.112,0.4,US,Chicago,41.9509,-87.6267,retail,1285,1,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000087,2026-03-07T12:07:38Z,U0037,39.11,USD,DEV-U0037-1,192.0.2.178,17.0,US,New York,40.6839,-73.996,restaurants,832,2,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000088,2026-03-07T12:18:18Z,U0049,55.63,USD,DEV-U0049-0,192.0.2.124,17.2,US,Chicago,41.8223,-87.6162,utilities,416,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000089,2026-03-07T12:25:35Z,U0039,13.72,USD,DEV-U0039-1,203.0.113.104,6.4,US,San Francisco,37.7607,-122.4376,restaurants,227,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000090,2026-03-07T14:02:23Z,U0041,273.33,USD,DEV-U0041-0,192.0.2.188,14.2,US,Miami,25.7436,-80.2089,restaurants,243,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
TXN-000091,2026-03-07T15:43:52Z,U0022,350.49,USD,DEV-U0022-0,198.51.100.64,18.3,DE,Berlin,52.4529,13.4157,utilities,922,0,normal,0,ALLOW,,{},"Risk score: 0/100 -> ALLOW (REVIEW >= 30, BLOCK >= 60). No risk controls triggered."
